anchor_product_id,recommended_product_id,co_orders,anchor_orders,recommended_orders,confidence,lift,anchor_category,recommended_category,recommended_qty_sold,recommended_revenue,score_affinity
e3e6af2b9a779d64b3589a5b56102d16,597d26435e8ef77bb0fcd26f6c07d486,1,5,8,0.2,2378.2,moveis_decoracao,moveis_sala,8,2634.29,0.4551232795855184
e40dacc1c350d93c25ee648abbdd9236,68a058d125ba1544e726898f0b8c0523,1,5,24,0.2,792.7333333333333,moveis_escritorio,moveis_escritorio,24,2949.7599999999998,0.471454674553557
e41a6ac2f57a273eb0d214c7cbab5db9,b47865eeb745bcbfca95513b46bd977d,1,12,10,0.08333333333333333,792.7333333333333,moveis_escritorio,moveis_escritorio,12,1457.79,0.39100146809482544
e44f675b60b3a3a2453ec36421e06f0f,5d5288d3096b9becaa3566f64fe88110,1,77,11,0.012987012987012988,112.31168831168831,esporte_lazer,esporte_lazer,12,562.8,0.34879367588703325
e456721fdab66b576664c035ad183965,e13f46cf68d356e0ac0f32058af20911,1,15,7,0.06666666666666667,905.9809523809524,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,7,174.29999999999998,0.37324048320026876
e4985e03cd939f1a9f81c65e949f1688,c43b672f48eaccbecc94cdf6b4f53485,1,6,5,0.16666666666666666,3170.9333333333334,beleza_saude,beleza_saude,6,585.9000000000001,0.4311059447079492
e4ad97ce352e46bebac92018f6ed976d,68bf40b3abd5ffc25981c25df9ed9087,1,13,15,0.07692307692307693,487.83589743589744,papelaria,papelaria,15,1199.0,0.39047449042087123
e4ad97ce352e46bebac92018f6ed976d,49adae85b53072da0eb9a88c3f0d2c7b,1,13,6,0.07692307692307693,1219.5897435897436,papelaria,papelaria,6,630.0,0.3772597908617954
e4ad97ce352e46bebac92018f6ed976d,de916cab431520b8d1980c24bf4dd473,1,13,6,0.07692307692307693,1219.5897435897436,papelaria,brinquedos,6,159.39999999999998,0.3772597908617954
e4ad97ce352e46bebac92018f6ed976d,d3b023772520cd1c6ea58f6701679d4b,1,13,6,0.07692307692307693,1219.5897435897436,papelaria,papelaria,6,484.0,0.3772597908617954
e4bc98f06b9893b763bb17a152219b87,c7bcab3a7039340cf46705f43bab3ee2,1,7,5,0.14285714285714285,2717.942857142857,cama_mesa_banho,cama_mesa_banho,5,241.0,0.41435608657380113
e4c7ed7a832858c17d60ad5e38b00aba,cbdb9bf611328898bd4b32a384506b3a,1,7,9,0.14285714285714285,1509.968253968254,cama_mesa_banho,moveis_escritorio,16,1509.68,0.4310040323497206
e4c7ed7a832858c17d60ad5e38b00aba,48ee9be392f28ae3a64518a070f4d06a,1,7,7,0.14285714285714285,1941.3877551020407,cama_mesa_banho,cama_mesa_banho,7,487.90000000000003,0.41895476891455447
e50ee1b5ca5566f7f341e115533015f5,10adb53d8faa890ca7c2f0cbcb68d777,1,7,20,0.14285714285714285,679.4857142857143,cama_mesa_banho,cama_mesa_banho,20,398.0,0.4343818702149941
e53e557d5a159f5aa2c5e995dfdf244b,36f60d45225e60c7da4558b070ce4b60,34,154,110,0.22077922077922077,190.92987012987012,informatica_acessorios,informatica_acessorios,126,11151.470000000001,0.509903284441741
